U,I,U error,I error
0.014000000000000002,0.0,0.002097617696340303,0.0
0.018,0.0,0.0018973665961010272,0.0
0.014000000000000002,4.5454545454545455e-06,0.0015491933384829664,4.312196809320518e-06
0.013000000000000001,4.5454545454545455e-06,0.0024698178070456937,4.312196809320518e-06
0.01,1.3636363636363637e-05,0.004898979485566356,1.293659042796155e-05
0.012,1.8181818181818182e-05,0.004647580015448899,1.724878723728207e-05
0.014000000000000002,4.5454545454545455e-06,0.002898275349237888,4.312196809320518e-06
0.027000000000000003,4.5454545454545455e-06,0.004909175083453431,4.312196809320518e-06
0.019,4.5454545454545455e-06,0.0029832867780352594,4.312196809320519e-06
0.019,0.0,0.0047853944456021594,0.0
0.031,4.545454545454545e-05,0.009322016949137134,2.3177361425421745e-05
0.034,4.5454545454545455e-06,0.0035213633723318017,4.312196809320518e-06
0.031,1.3636363636363637e-05,0.003860051813123756,9.203843968780268e-06
0.04,4.5454545454545455e-06,0.0024494897427831783,4.312196809320518e-06
0.036,1.8181818181818182e-05,0.002898275349237888,9.534625892455923e-06
0.044,0.0,0.004049691346263317,0.0
0.046,1.3636363636363637e-05,0.0035213633723318013,9.203843968780268e-06
0.044,4.5454545454545455e-06,0.0037947331922020544,4.312196809320518e-06
0.039,4.5454545454545455e-06,0.006549809157525126,4.312196809320519e-06
0.05700000000000001,4.5454545454545455e-06,0.004012480529547776,4.312196809320519e-06
0.05800000000000001,0.0,0.001264911064067351,0.0
0.05600000000000001,4.545454545454545e-05,0.007238784428341542,3.85694607919935e-05
0.06100000000000001,2.7272727272727273e-05,0.007674633541739957,1.1499191491521378e-05
0.06900000000000002,0.0,0.0029832867780352594,0.0
0.076,9.090909090909091e-06,0.001549193338482966,5.749595745760689e-06
0.07300000000000001,4.5454545454545455e-06,0.0054863466897380805,4.312196809320518e-06
0.07899999999999999,1.3636363636363637e-05,0.002213594362117865,9.203843968780268e-06
0.078,1.3636363636363637e-05,0.008809086218218097,6.586989430086108e-06
0.078,4.5454545454545455e-06,0.005796550698475775,4.312196809320518e-06
0.093,9.090909090909091e-06,0.0028460498941515417,5.749595745760689e-06
0.086,5e-05,0.007375635565834309,3.367933373244128e-05
0.09,9.090909090909091e-06,0.006000000000000002,8.624393618641037e-06
0.101,0.0,0.004571651780264983,0.0
0.098,4.5454545454545455e-06,0.007042726744663603,4.312196809320518e-06
0.10400000000000001,1.3636363636363637e-05,0.0047328638264796915,9.203843968780268e-06
0.10900000000000001,1.3636363636363637e-05,0.002983286778035259,9.203843968780268e-06
0.10699999999999998,3.6363636363636364e-05,0.006640783086353597,3.0013770944034874e-05
0.11099999999999999,3.181818181818182e-05,0.005186520991955977,2.0378647064963538e-05
0.125,4.5454545454545455e-06,0.002549509756796394,4.312196809320519e-06
0.12599999999999997,1.3636363636363637e-05,0.001549193338482967,6.586989430086108e-06
0.13200000000000003,4.5454545454545455e-06,0.006449806198638841,4.312196809320518e-06
0.121,1.8181818181818182e-05,0.005907622195096772,7.041787902195303e-06
0.125,1.8181818181818182e-05,0.006519202405202648,9.534625892455923e-06
0.139,4.5454545454545455e-06,0.000948683298050514,4.312196809320519e-06
0.144,0.0,0.002097617696340301,0.0
0.135,4.545454545454545e-05,0.008154753215150044,3.85694607919935e-05
0.143,9.090909090909091e-06,0.004483302354291978,8.624393618641036e-06
0.146,0.0,0.002097617696340301,0.0
0.148,0.0,0.005621387729022078,0.0
0.15599999999999997,4.5454545454545455e-06,0.002097617696340305,4.312196809320518e-06
0.15300000000000002,0.0,0.004909175083453431,0.0
0.14899999999999997,3.181818181818182e-05,0.007409453421137081,3.018537766524362e-05
0.15699999999999997,9.090909090909091e-06,0.007489993324429601,8.624393618641037e-06
0.16799999999999998,0.0,0.003098386676965932,0.0
0.174,9.090909090909091e-06,0.006511528238439883,5.749595745760689e-06
0.17199999999999996,4.5454545454545455e-06,0.00629285308902091,4.312196809320519e-06
0.17999999999999997,1.8181818181818182e-05,0.006164414002968976,9.534625892455921e-06
0.18299999999999997,0.0,0.001449137674618945,0.0
0.176,4.5454545454545455e-06,0.0049396356140913875,4.312196809320518e-06
0.175,4.5454545454545455e-06,0.006964194138592058,4.312196809320518e-06
0.181,4.5454545454545455e-06,0.006848357467305573,4.312196809320519e-06
0.19499999999999998,4.5454545454545455e-06,0.006204836822995428,4.312196809320518e-06
0.175,5.4545454545454546e-05,0.009823441352194252,3.846217418419305e-05
0.16999999999999998,4.545454545454546e-05,0.011916375287812983,2.5712973861329002e-05
0.19199999999999998,9.090909090909091e-06,0.0041952353926806045,5.749595745760689e-06
0.19299999999999998,1.3636363636363637e-05,0.006789698078707179,9.203843968780268e-06
0.209,1.8181818181818182e-05,0.004110960958218893,1.724878723728207e-05
0.19599999999999998,4.545454545454545e-05,0.011506519890914021,3.856946079199349e-05
0.221,1.3636363636363637e-05,0.004110960958218893,6.586989430086108e-06
0.21000000000000002,2.7272727272727273e-05,0.0061644140029689775,1.1499191491521378e-05
0.22500000000000003,4.5454545454545455e-06,0.001581138830084191,4.312196809320519e-06
0.217,9.090909090909091e-06,0.006172519744804384,8.624393618641036e-06
0.23099999999999996,9.090909090909091e-06,0.002213594362117864,8.624393618641036e-06
0.233,1.8181818181818182e-05,0.0031780497164141373,1.1499191491521378e-05
0.231,0.0,0.004110960958218891,0.0
0.233,4.5454545454545455e-06,0.007078135347674556,4.312196809320519e-06
0.229,4.5454545454545455e-06,0.007134423592694786,4.312196809320519e-06
0.238,1.8181818181818182e-05,0.007042726744663603,1.3173978860172218e-05
0.24,3.181818181818182e-05,0.005999999999999999,2.575311904402781e-05
0.248,9.090909090909091e-06,0.0034058772731852802,5.749595745760689e-06
0.24100000000000002,2.7272727272727273e-05,0.00793095202355934,2.58731808559231e-05
0.25199999999999995,2.7272727272727273e-05,0.004647580015448902,1.724878723728207e-05
0.24500000000000002,3.6363636363636364e-05,0.009513148795220227,3.449757447456414e-05
0.257,9.090909090909091e-06,0.003478505426185218,5.749595745760689e-06
0.269,9.090909090909091e-06,0.0033015148038438385,5.749595745760689e-06
0.27,4.5454545454545455e-06,0.0028284271247461922,4.312196809320518e-06
0.28500000000000003,4.5454545454545455e-06,0.006041522986797284,4.312196809320519e-06
0.275,1.3636363636363637e-05,0.008031189202104506,9.203843968780268e-06
0.275,1.8181818181818182e-05,0.004743416490252568,1.1499191491521378e-05
0.275,3.6363636363636364e-05,0.008746427842267947,3.0013770944034874e-05
0.28300000000000003,0.0,0.0031780497164141364,0.0
0.28800000000000003,9.090909090909091e-06,0.0030983866769659324,8.624393618641036e-06
0.2899999999999999,9.090909090909091e-06,0.004690415759823429,5.749595745760689e-06
0.285,3.181818181818182e-05,0.008031189202104506,3.018537766524362e-05
0.30599999999999994,4.5454545454545455e-06,0.00404969134626332,4.312196809320518e-06
0.3,2.7272727272727273e-05,0.009899494936611663,2.151301739308951e-05
0.305,9.090909090909091e-06,0.0029154759474226528,5.749595745760689e-06
0.30799999999999994,0.0,0.00442718872423573,0.0
0.29799999999999993,3.181818181818182e-05,0.006899275324264136,2.2314432197515593e-05
0.31999999999999995,0.0,0.0024494897427831805,0.0
0.319,1.8181818181818182e-05,0.002626785107312742,9.534625892455923e-06
0.315,4.5454545454545455e-06,0.006670832032063167,4.312196809320518e-06
0.317,1.3636363636363637e-05,0.0040124805295477795,9.203843968780268e-06
0.329,2.272727272727273e-05,0.0022135943621178675,9.642365197998375e-06
0.32500000000000007,3.181818181818182e-05,0.0049497474683058325,2.2314432197515593e-05
0.33899999999999997,4.5454545454545455e-06,0.007543208866258441,4.312196809320518e-06
0.33599999999999997,1.8181818181818182e-05,0.008854377448471461,9.534625892455923e-06
0.333,4.5454545454545455e-06,0.006008327554319917,4.312196809320518e-06
0.34500000000000003,9.090909090909091e-06,0.0021213203435596377,5.749595745760689e-06
0.343,9.090909090909091e-06,0.0031780497164141364,8.624393618641036e-06
0.345,2.272727272727273e-05,0.0043011626335213125,9.642365197998375e-06
0.352,1.3636363636363637e-05,0.0018973665961010292,9.203843968780268e-06
0.355,1.8181818181818182e-05,0.006363961030678926,9.534625892455923e-06
0.3549999999999999,1.3636363636363637e-05,0.006041522986797286,9.203843968780268e-06
0.36,9.090909090909091e-06,0.004690415759823429,5.749595745760689e-06
0.364,4.5454545454545455e-06,0.0028982753492378856,4.312196809320518e-06
0.36900000000000005,9.090909090909091e-06,0.00434741302385683,5.749595745760689e-06
0.373,0.0,0.002469817807045696,0.0
0.36100000000000004,1.8181818181818182e-05,0.008420213774008348,1.3173978860172218e-05
0.37099999999999994,9.090909090909091e-06,0.004347413023856835,5.749595745760689e-06
0.37900000000000006,9.090909090909091e-06,0.0038600518131237595,5.749595745760689e-06
0.38,1.3636363636363637e-05,0.00547722557505166,6.586989430086108e-06
0.378,2.2727272727272726e-05,0.005059644256269407,9.642365197998375e-06
0.39499999999999996,1.3636363636363637e-05,0.005522680508593629,6.586989430086108e-06
0.398,1.8181818181818182e-05,0.0034058772731852776,9.534625892455923e-06
0.39299999999999996,9.090909090909091e-06,0.005486346689738083,8.624393618641036e-06
0.39499999999999996,9.090909090909091e-06,0.006041522986797289,5.749595745760689e-06
0.398,3.6363636363636364e-05,0.00629285308902091,3.0013770944034874e-05
0.4090000000000001,9.090909090909091e-06,0.0026267851073127377,5.749595745760689e-06
0.406,9.090909090909091e-06,0.00513809303146605,8.624393618641036e-06
0.39999999999999997,4.545454545454545e-05,0.009797958971132713,3.856946079199349e-05
0.4170000000000001,9.090909090909091e-06,0.00202484567313166,5.749595745760689e-06
0.42800000000000005,0.0,0.005253570214625475,0.0
0.41100000000000003,9.545454545454546e-05,0.009944847912361457,4.474445346299895e-05
0.42000000000000004,1.3636363636363637e-05,0.005656854249492379,9.203843968780268e-06
0.42400000000000004,9.090909090909091e-06,0.005138093031466051,5.749595745760689e-06
0.438,0.0,0.001264911064067353,0.0
0.43500000000000005,2.7272727272727273e-05,0.008631338250816035,2.151301739308951e-05
0.43,3.181818181818182e-05,0.006164414002968975,2.136847140644211e-05
0.44000000000000006,9.090909090909091e-06,0.008944271909999161,8.624393618641036e-06
0.441,1.8181818181818182e-05,0.005735852159879994,9.534625892455923e-06
0.44400000000000006,3.6363636363636364e-05,0.011331372379372238,2.5551762404645814e-05
0.461,0.0,0.0053758720222862435,0.0
0.45100000000000007,4.5454545454545455e-06,0.00478539444560216,4.312196809320519e-06
0.454,0.0,0.004732863826479697,0.0
0.45899999999999996,1.3636363636363637e-05,0.004110960958218891,9.203843968780268e-06
0.4699999999999999,0.0,0.0014142135623730924,0.0
0.47400000000000003,9.090909090909091e-06,0.0025298221281347057,8.624393618641036e-06
0.4739999999999999,0.0,0.002097617696340301,0.0
0.466,1.8181818181818182e-05,0.005692099788303082,1.3173978860172218e-05
0.45100000000000007,7.272727272727273e-05,0.010339245620450266,4.27369428128842e-05
0.48699999999999993,9.090909090909091e-06,0.005839520528262577,5.749595745760689e-06
0.4840000000000001,9.090909090909091e-06,0.0032249030993194185,8.624393618641036e-06
0.483,9.090909090909091e-06,0.005665686189686117,8.624393618641036e-06
0.49000000000000005,4.5454545454545455e-06,0.0028284271247461922,4.312196809320519e-06
0.48999999999999994,0.0,0.006000000000000001,0.0
0.491,9.090909090909091e-06,0.007273238618387274,5.749595745760689e-06
0.496,9.090909090909091e-06,0.006511528238439888,8.624393618641036e-06
0.508,0.0,0.0018973665961010292,0.0
0.5039999999999999,2.2727272727272726e-05,0.0035213633723318047,1.3252163397375682e-05
0.5109999999999999,0.0,0.0017029386365926412,0.0
0.5109999999999999,2.7272727272727273e-05,0.004989989979949859,2.151301739308951e-05
0.5189999999999999,0.0,0.0009486832980505146,0.0
0.519,2.7272727272727273e-05,0.005558776843874918,2.151301739308951e-05
0.521,0.0,0.0038600518131237595,0.0
0.5289999999999999,0.0,0.0029832867780352616,0.0
0.5240000000000001,4.545454545454546e-05,0.008270429251254135,3.461715048119959e-05
0.532,2.2727272727272726e-05,0.005796550698475771,1.1588680712710874e-05
0.53,0.0,0.006633249580710806,0.0
0.539,1.3636363636363637e-05,0.003591656999213597,6.586989430086108e-06
0.546,9.090909090909091e-06,0.002898275349237885,5.749595745760689e-06
0.542,0.0,0.004857983120596453,0.0
0.5499999999999999,9.090909090909091e-06,0.0014142135623730961,5.749595745760689e-06
0.5509999999999999,9.090909090909091e-06,0.0029832867780352624,8.624393618641036e-06
0.549,3.181818181818182e-05,0.008769264507357502,2.5753119044027808e-05
0.554,0.0,0.003521363372331799,0.0
0.5589999999999999,0.0,0.0022135943621178615,0.0
0.563,0.0,0.008491171886141506,0.0
0.5549999999999999,3.6363636363636364e-05,0.011423659658795856,2.6347957720344433e-05
0.558,4.545454545454545e-05,0.010564090116995401,3.85694607919935e-05
0.571,9.090909090909091e-06,0.004110960958218888,5.749595745760689e-06
0.57,2.272727272727273e-05,0.005656854249492375,9.642365197998373e-06
0.577,4.5454545454545455e-06,0.0042544094772365235,4.312196809320518e-06
0.579,4.5454545454545455e-06,0.005375872022286237,4.312196809320518e-06
0.5850000000000001,2.272727272727273e-05,0.003240370349203933,9.642365197998373e-06
0.582,2.2727272727272726e-05,0.006292853089020905,9.642365197998375e-06
0.591,1.3636363636363637e-05,0.005558776843874915,9.203843968780268e-06
0.5889999999999999,1.3636363636363637e-05,0.004347413023856828,9.203843968780268e-06
0.602,9.090909090909091e-06,0.009033271832508974,8.624393618641036e-06
0.5980000000000001,1.3636363636363637e-05,0.005440588203494172,9.203843968780268e-06
0.6039999999999999,0.0,0.005329165037789687,0.0
0.6,9.090909090909091e-06,0.004472135954999583,5.749595745760689e-06
0.599,4.090909090909091e-05,0.010995453605922764,3.880977128388466e-05
0.617,0.0,0.005108815909777924,0.0
0.6220000000000001,4.5454545454545455e-06,0.0018973665961010292,4.312196809320518e-06
0.6329999999999999,4.5454545454545455e-06,0.005300943312279434,4.312196809320518e-06
0.626,0.0,0.006196773353931872,0.0
0.6079999999999999,4.5454545454545455e-06,0.00809938269252664,4.312196809320518e-06
0.634,1.3636363636363637e-05,0.006811754546370567,6.586989430086108e-06
0.627,1.3636363636363637e-05,0.0061725197448043905,6.586989430086108e-06
0.6409999999999999,4.5454545454545455e-06,0.0026267851073127416,4.312196809320518e-06
0.64,1.8181818181818182e-05,0.003162277660168382,1.3173978860172218e-05
0.645,2.7272727272727273e-05,0.005873670062235371,1.724878723728207e-05
0.647,0.0,0.0040124805295477795,0.0
0.6540000000000001,9.090909090909091e-06,0.003224903099319423,8.624393618641036e-06
0.6500000000000001,0.0,0.0040000000000000036,0.0
0.652,9.090909090909091e-06,0.007589466384404117,5.749595745760689e-06
0.6540000000000001,3.181818181818182e-05,0.007375635565834306,3.0185377665243618e-05
0.665,4.5454545454545455e-06,0.002121320343559644,4.312196809320519e-06
0.663,1.3636363636363637e-05,0.0069354163537598875,6.586989430086108e-06
0.667,4.5454545454545455e-06,0.005300943312279433,4.312196809320518e-06
0.661,4.5454545454545455e-06,0.009214119599831561,4.312196809320518e-06
0.6819999999999998,0.0,0.0012649110640673387,0.0
0.674,4.5454545454545455e-06,0.0076419892698171175,4.312196809320518e-06
0.6839999999999999,9.090909090909091e-06,0.0025298221281346922,5.749595745760689e-06
0.687,4.090909090909091e-05,0.011666190466471904,3.8809771283884654e-05
0.6729999999999998,5.90909090909091e-05,0.009596874491208057,3.859623584609778e-05
0.683,3.181818181818182e-05,0.007218032973047429,2.2314432197515593e-05
0.684,9.090909090909091e-06,0.007375635565834301,8.624393618641036e-06
0.6950000000000001,3.6363636363636364e-05,0.00681909084849293,3.0013770944034874e-05
0.704,1.8181818181818182e-05,0.003224903099319422,1.3173978860172217e-05
0.6990000000000001,4.5454545454545455e-06,0.006992853494818828,4.312196809320518e-06
0.7070000000000001,1.3636363636363637e-05,0.00202484567313166,9.203843968780268e-06
0.72,1.3636363636363637e-05,0.004472135954999583,6.586989430086108e-06
0.7049999999999998,4.090909090909091e-05,0.009407443861113385,3.8809771283884654e-05
0.723,9.090909090909091e-06,0.002846049894151544,5.749595745760689e-06
0.7280000000000001,0.0,0.0023664319132398483,0.0
0.727,4.5454545454545455e-06,0.0031780497164141434,4.312196809320518e-06
0.7300000000000002,4.5454545454545455e-06,0.003162277660168382,4.312196809320519e-06
0.7280000000000001,9.090909090909091e-06,0.004857983120596452,5.749595745760689e-06
0.7350000000000001,4.5454545454545455e-06,0.009924716620639606,4.312196809320518e-06
0.74,9.090909090909091e-06,0.0028284271247461922,5.749595745760689e-06
0.733,9.090909090909091e-06,0.007218032973047433,5.749595745760689e-06
0.7340000000000001,4.5454545454545455e-06,0.008625543461139123,4.312196809320518e-06
0.746,2.7272727272727273e-05,0.0020976176963403044,1.4658650451451907e-05
0.751,1.3636363636363637e-05,0.0022135943621178675,6.586989430086108e-06
0.724,9.09090909090909e-05,0.011933147112141036,4.767312946227961e-05
0.757,0.0,0.002469817807045696,0.0
0.759,3.6363636363636364e-05,0.0043474130238568345,2.555176240464581e-05
0.7629999999999999,1.8181818181818182e-05,0.00202484567313166,9.534625892455923e-06
0.755,0.0,0.005873670062235371,0.0
0.7619999999999999,4.090909090909091e-05,0.008221921916437782,3.880977128388466e-05
0.777,1.8181818181818182e-05,0.0076223356000638,1.3173978860172218e-05
0.7699999999999999,9.090909090909091e-06,0.0040000000000000036,8.624393618641036e-06
0.774,4.545454545454546e-05,0.011933147112141043,2.9457912265490274e-05
0.786,9.090909090909091e-06,0.00289827534923789,5.749595745760689e-06
0.784,4.5454545454545455e-06,0.006663332499583079,4.312196809320518e-06
0.7769999999999999,4.0909090909090915e-05,0.006640783086353602,3.4287313028447475e-05
0.7909999999999999,4.5454545454545455e-06,0.004110960958218896,4.312196809320519e-06
0.7870000000000001,5.4545454545454546e-05,0.008949860334105778,3.846217418419305e-05
0.795,1.3636363636363637e-05,0.003240370349203933,6.586989430086108e-06
0.7940000000000002,5e-05,0.00827042925125413,3.827369897276524e-05
0.8010000000000002,9.090909090909091e-06,0.006074537019394974,5.749595745760689e-06
0.8130000000000003,0.0,0.0014491376746189292,0.0
0.805,4.5454545454545455e-06,0.004949747468305828,4.312196809320518e-06
0.8140000000000001,1.8181818181818182e-05,0.00404969134626331,7.041787902195304e-06
0.8220000000000001,9.090909090909091e-06,0.007589466384404107,5.749595745760689e-06
0.825,1.8181818181818182e-05,0.001581138830084191,7.041787902195304e-06
0.826,4.5454545454545455e-06,0.009612491872558328,4.312196809320518e-06
0.833,0.0,0.006640783086353595,0.0
0.8390000000000001,0.0,0.0035916569992135968,0.0
0.8310000000000001,0.0,0.005558776843874911,0.0
0.841,0.0,0.0029832867780352616,0.0
0.8389999999999999,1.8181818181818182e-05,0.0033015148038438385,1.3173978860172217e-05
0.833,1.3636363636363637e-05,0.006488451279003324,6.586989430086108e-06
0.8469999999999999,3.181818181818182e-05,0.005108815909777926,2.136847140644211e-05
0.845,1.3636363636363637e-05,0.002549509756796395,9.203843968780268e-06
0.849,1.8181818181818182e-05,0.0043474130238568345,1.3173978860172218e-05
0.842,3.6363636363636364e-05,0.011117553687749835,2.208174145725658e-05
0.8560000000000001,9.090909090909091e-06,0.0035213633723318047,5.749595745760689e-06
0.8699999999999999,4.5454545454545455e-06,0.0037416573867739443,4.312196809320518e-06
0.859,4.090909090909091e-05,0.007803845206050674,1.7545690059653437e-05
0.8640000000000001,0.0,0.006511528238439888,0.0
0.8720000000000001,4.5454545454545455e-06,0.00419523539268061,4.312196809320519e-06
0.8789999999999999,3.181818181818182e-05,0.010719141756689294,2.1368471406442107e-05
0.869,1.8181818181818182e-05,0.004110960958218897,9.534625892455923e-06
0.8839999999999998,2.272727272727273e-05,0.007238784428341542,7.186994682200864e-06
0.8789999999999999,2.272727272727273e-05,0.006549809157525132,1.730857524059979e-05
0.8859999999999999,4.5454545454545455e-06,0.00404969134626332,4.312196809320518e-06
0.9000000000000001,4.5454545454545455e-06,0.0024494897427831805,4.312196809320518e-06
0.8860000000000001,1.3636363636363637e-05,0.0068117545463705674,6.586989430086108e-06
0.899,0.0,0.0043474130238568345,0.0
0.898,1.3636363636363637e-05,0.0034058772731852824,9.203843968780268e-06
0.906,2.7272727272727273e-05,0.0015491933384829723,2.58731808559231e-05
0.901,3.6363636363636364e-05,0.014103191128251789,3.449757447456414e-05
0.909,1.3636363636363637e-05,0.005907622195096769,6.586989430086108e-06
0.913,3.6363636363636364e-05,0.005839520528262568,3.0013770944034874e-05
0.9190000000000002,2.7272727272727273e-05,0.006700746227100382,1.8407687937560536e-05
0.9219999999999999,4.5454545454545455e-06,0.0027568097504180465,4.312196809320518e-06
0.922,2.7272727272727273e-05,0.011207140580897518,1.724878723728207e-05
0.9039999999999999,0.00012727272727272725,0.010119288512538814,4.887156383896586e-05
0.9279999999999999,4.5454545454545455e-06,0.005440588203494173,4.312196809320518e-06
0.9410000000000001,1.8181818181818182e-05,0.006395310782127788,7.041787902195304e-06
0.9389999999999998,9.090909090909091e-06,0.004571651780264978,5.749595745760689e-06
0.9440000000000002,4.5454545454545455e-06,0.006511528238439877,4.312196809320518e-06
0.937,1.3636363636363637e-05,0.00788035532193821,9.203843968780268e-06
0.9410000000000001,9.090909090909091e-06,0.006992853494818827,5.749595745760689e-06
0.9519999999999997,4.5454545454545455e-06,0.0018973665961010292,4.312196809320518e-06
0.95,4.5454545454545455e-06,0.003999999999999996,4.312196809320518e-06
0.943,2.272727272727273e-05,0.006332456079595019,9.642365197998373e-06
0.966,9.090909090909091e-06,0.004939635614091392,5.749595745760689e-06
0.959,1.8181818181818182e-05,0.002626785107312742,9.534625892455921e-06
0.961,1.3636363636363637e-05,0.006236986451805066,9.203843968780268e-06
0.9720000000000001,9.090909090909091e-06,0.0027568097504180465,8.624393618641037e-06
0.9710000000000001,1.3636363636363637e-05,0.002626785107312742,6.586989430086108e-06
0.9690000000000001,1.3636363636363637e-05,0.004571651780264988,9.203843968780268e-06
0.9790000000000001,1.8181818181818182e-05,0.009534149149242424,1.7248787237282075e-05
0.9800000000000001,1.8181818181818182e-05,0.00489897948556636,9.534625892455923e-06
0.9890000000000001,9.090909090909091e-06,0.0022135943621178675,8.624393618641036e-06
0.9790000000000001,4.545454545454546e-05,0.008654478609367522,3.401506715249038e-05
0.9890000000000001,4.5454545454545455e-06,0.00684835746730558,4.312196809320518e-06
0.9880000000000001,4.5454545454545455e-06,0.0056213877290220825,4.312196809320519e-06
0.9970000000000001,1.3636363636363637e-05,0.00202484567313166,9.203843968780268e-06
0.993,6.818181818181817e-05,0.00970051545022222,4.178358252465962e-05
0.9989999999999999,1.3636363636363637e-05,0.006549809157525131,9.203843968780268e-06
0.9949999999999999,1.8181818181818182e-05,0.006519202405202654,9.534625892455923e-06
1.024,4.5454545454545455e-06,0.006511528238439888,4.312196809320518e-06
1.013,9.090909090909091e-06,0.006008327554319926,8.624393618641036e-06
1.0109999999999997,2.7272727272727273e-05,0.007803845206050674,2.151301739308951e-05
1.017,4.0909090909090915e-05,0.008949860334105776,3.4287313028447475e-05
1.016,9.090909090909091e-06,0.005513619500836094,8.624393618641036e-06
1.0270000000000001,2.2727272727272726e-05,0.005108815909777924,1.1588680712710874e-05
1.03,4.545454545454545e-05,0.007874007874011808,3.856946079199349e-05
1.0349999999999997,4.090909090909091e-05,0.005873670062235371,2.6072055272181797e-05
1.0370000000000001,5e-05,0.010104454463255303,3.8273698972765244e-05
1.0470000000000002,0.0,0.00202484567313166,0.0
1.035,4.0909090909090915e-05,0.00777817459305202,3.4287313028447475e-05
1.0490000000000002,9.090909090909091e-06,0.0009486832980505146,5.749595745760689e-06
1.052,0.0,0.0023664319132398483,0.0
1.043,3.6363636363636364e-05,0.010104454463255301,3.449757447456415e-05
1.052,3.6363636363636364e-05,0.005059644256269412,2.2081741457256575e-05
1.058,1.8181818181818182e-05,0.004195235392680609,1.3173978860172218e-05
1.062,1.3636363636363637e-05,0.004647580015448904,9.203843968780268e-06
1.0660000000000003,4.5454545454545455e-06,0.0045166359162544896,4.312196809320518e-06
1.068,2.272727272727273e-05,0.0034058772731852824,9.642365197998373e-06
1.0750000000000002,3.6363636363636364e-05,0.010319883720275144,2.5551762404645814e-05
1.084,2.7272727272727273e-05,0.005513619500836075,1.1499191491521378e-05
1.073,5.4545454545454546e-05,0.00707813534767456,2.9317300902903818e-05
1.076,5.4545454545454546e-05,0.011764352935882183,3.792118839020765e-05
1.08,1.8181818181818182e-05,0.007615773105863915,9.534625892455923e-06
1.079,1.8181818181818182e-05,0.008300602387778862,1.724878723728207e-05
1.091,1.3636363636363637e-05,0.0029832867780352624,6.586989430086108e-06
1.0950000000000002,0.0,0.003807886552931957,0.0
1.0939999999999999,3.6363636363636364e-05,0.011153474794878946,2.3879864611933992e-05
1.1019999999999999,0.0,0.004195235392680609,0.0
1.105,1.3636363636363637e-05,0.005147815070493504,9.203843968780268e-06
1.114,1.8181818181818182e-05,0.004289522117905433,9.534625892455923e-06
